ANO,MES,DIA,MUNICIPIO,ESTACION,SO2,CO,NO,NO2,PM2.5,PM10,NOx,O3,TOL,BEN,EBE
2021,1,1,79,4,5.0,0.2,2.0,10.0,,,12.0,,,,
2021,1,1,79,8,2.0,0.2,4.0,23.0,3.0,4.0,29.0,51.0,0.6,0.4,0.2
2021,1,1,79,11,,,3.0,17.0,,,21.0,,0.2,0.2,0.1
2021,1,1,79,16,,,3.0,18.0,,,22.0,51.0,,,
2021,1,1,79,17,,,3.0,13.0,,,18.0,65.0,,,
2021,1,1,79,18,,0.3,2.0,12.0,,4.0,15.0,61.0,0.5,0.2,0.2
2021,1,1,79,24,,,1.0,3.0,3.0,3.0,4.0,65.0,0.1,0.2,0.1
2021,1,1,79,27,,,3.0,19.0,,,24.0,46.0,,,
2021,1,1,79,35,4.0,0.2,1.0,13.0,,,15.0,58.0,,,
2021,1,1,79,36,3.0,,3.0,20.0,,5.0,24.0,,,,
2021,1,1,79,38,,,3.0,16.0,3.0,4.0,20.0,,0.2,0.1,0.1
2021,1,1,79,39,,,2.0,15.0,,,18.0,51.0,,,
2021,1,1,79,40,,,4.0,17.0,,6.0,23.0,,,,
2021,1,1,79,47,,,1.0,11.0,3.0,3.0,12.0,,,,
2021,1,1,79,48,,,1.0,18.0,4.0,5.0,20.0,,,,
2021,1,1,79,49,,,1.0,10.0,,,12.0,61.0,,,
2021,1,1,79,50,,,7.0,21.0,4.0,7.0,31.0,,,,
2021,1,1,79,54,,,1.0,14.0,,,16.0,48.0,,,
2021,1,1,79,55,,,4.0,23.0,,10.0,29.0,,0.7,0.4,0.1
2021,1,1,79,56,,0.2,3.0,15.0,4.0,4.0,19.0,,,,
2021,1,1,79,57,2.0,,1.0,15.0,3.0,4.0,17.0,,,,
2021,1,1,79,58,,,2.0,7.0,,,9.0,55.0,,,
2021,1,1,79,59,,,1.0,7.0,,,9.0,48.0,,,
2021,1,1,79,60,,,1.0,20.0,,3.0,22.0,54.0,,,
2021,1,2,79,4,5.0,0.3,5.0,23.0,,,30.0,,,,
2021,1,2,79,8,3.0,0.3,10.0,36.0,4.0,6.0,51.0,42.0,0.9,0.7,0.2
2021,1,2,79,11,,,7.0,27.0,,,37.0,,0.4,0.2,0.1
2021,1,2,79,16,,,4.0,23.0,,,30.0,47.0,,,
2021,1,2,79,17,,,13.0,31.0,,,51.0,47.0,,,
2021,1,2,79,18,,0.4,5.0,24.0,,6.0,32.0,50.0,1.1,0.4,0.2
2021,1,2,79,24,,,1.0,9.0,3.0,4.0,11.0,57.0,0.3,0.4,0.1
2021,1,2,79,27,,,5.0,27.0,,,35.0,43.0,,,
2021,1,2,79,35,3.0,0.3,3.0,25.0,,,30.0,47.0,,,
2021,1,2,79,36,4.0,,8.0,29.0,,6.0,42.0,,,,
2021,1,2,79,38,,,8.0,28.0,3.0,5.0,41.0,,0.4,0.2,0.2
2021,1,2,79,39,,,5.0,24.0,,,32.0,45.0,,,
2021,1,2,79,40,,,8.0,27.0,,6.0,39.0,,,,
2021,1,2,79,47,,,5.0,22.0,3.0,4.0,29.0,,,,
2021,1,2,79,48,,,3.0,24.0,4.0,5.0,28.0,,,,
2021,1,2,79,49,,,2.0,19.0,,,21.0,53.0,,,
2021,1,2,79,50,,,10.0,29.0,3.0,7.0,45.0,,,,
2021,1,2,79,54,,,8.0,24.0,,,37.0,38.0,,,
2021,1,2,79,55,,,8.0,34.0,,7.0,46.0,,0.7,0.4,0.2
2021,1,2,79,56,,0.3,18.0,33.0,4.0,6.0,61.0,,,,
2021,1,2,79,57,2.0,,5.0,23.0,2.0,4.0,30.0,,,,
2021,1,2,79,58,,,2.0,12.0,,,15.0,49.0,,,
2021,1,2,79,59,,,1.0,9.0,,,11.0,46.0,,,
2021,1,2,79,60,,,2.0,25.0,,4.0,28.0,51.0,,,
2021,1,3,79,4,5.0,0.4,10.0,29.0,,,45.0,,,,
2021,1,3,79,8,2.0,0.4,11.0,42.0,5.0,9.0,58.0,31.0,1.2,0.8,0.3
2021,1,3,79,11,,,4.0,31.0,,,37.0,,0.5,0.3,0.1
2021,1,3,79,16,,,5.0,34.0,,,41.0,32.0,,,
2021,1,3,79,17,,,14.0,39.0,,,61.0,28.0,,,
2021,1,3,79,18,,0.4,9.0,36.0,,7.0,50.0,31.0,1.3,0.5,0.2
2021,1,3,79,24,,,3.0,21.0,6.0,8.0,25.0,38.0,0.7,0.6,0.1
2021,1,3,79,27,,,6.0,31.0,,,41.0,31.0,,,
2021,1,3,79,35,3.0,0.3,4.0,33.0,,,40.0,34.0,,,
2021,1,3,79,36,4.0,,4.0,37.0,,7.0,43.0,,,,
2021,1,3,79,38,,,6.0,34.0,4.0,7.0,43.0,,0.4,0.2,0.2
2021,1,3,79,39,,,8.0,37.0,,,50.0,27.0,,,
2021,1,3,79,40,,,6.0,34.0,,9.0,43.0,,,,
2021,1,3,79,47,,,9.0,35.0,7.0,8.0,50.0,,,,
2021,1,3,79,48,,,4.0,36.0,5.0,8.0,43.0,,,,
2021,1,3,79,49,,,3.0,28.0,,,33.0,36.0,,,
2021,1,3,79,50,,,11.0,35.0,7.0,11.0,52.0,,,,
2021,1,3,79,54,,,4.0,27.0,,,33.0,24.0,,,
2021,1,3,79,55,,,9.0,38.0,,12.0,51.0,,0.1,0.5,0.2
2021,1,3,79,56,,0.4,20.0,40.0,7.0,10.0,71.0,,,,
2021,1,3,79,57,2.0,,3.0,30.0,4.0,6.0,35.0,,,,
2021,1,3,79,58,,,3.0,19.0,,,23.0,33.0,,,
2021,1,3,79,59,,,2.0,17.0,,,20.0,29.0,,,
2021,1,3,79,60,,,3.0,38.0,,5.0,43.0,33.0,,,
2021,1,4,79,4,5.0,0.3,9.0,29.0,,,43.0,,,,
2021,1,4,79,8,2.0,0.4,16.0,47.0,5.0,9.0,73.0,33.0,1.9,0.8,0.3
2021,1,4,79,11,,,11.0,37.0,,,53.0,,1.1,0.3,0.1
2021,1,4,79,16,,,8.0,35.0,,,48.0,38.0,,,
2021,1,4,79,17,,,18.0,45.0,,,73.0,32.0,,,
2021,1,4,79,18,,0.4,4.0,28.0,,6.0,34.0,45.0,1.0,0.3,0.2
2021,1,4,79,24,,,1.0,12.0,5.0,6.0,13.0,55.0,0.3,0.4,0.1
2021,1,4,79,27,,,5.0,29.0,,,38.0,43.0,,,
2021,1,4,79,35,4.0,0.3,5.0,33.0,,,41.0,40.0,,,
2021,1,4,79,36,3.0,,8.0,37.0,,8.0,50.0,,,,
2021,1,4,79,38,,,14.0,41.0,4.0,7.0,62.0,,0.5,0.2,0.2
2021,1,4,79,39,,,9.0,35.0,,,49.0,37.0,,,
2021,1,4,79,40,,,11.0,37.0,,9.0,54.0,,,,
2021,1,4,79,47,,,2.0,27.0,5.0,6.0,30.0,,,,
2021,1,4,79,48,,,9.0,39.0,5.0,8.0,53.0,,,,
2021,1,4,79,49,,,1.0,24.0,,,27.0,46.0,,,
2021,1,4,79,50,,,27.0,45.0,6.0,14.0,86.0,,,,
2021,1,4,79,54,,,6.0,29.0,,,38.0,26.0,,,
2021,1,4,79,55,,,7.0,33.0,,10.0,43.0,,0.1,0.1,0.1
2021,1,4,79,56,,0.3,12.0,37.0,6.0,8.0,56.0,,,,
2021,1,4,79,57,2.0,,8.0,30.0,3.0,6.0,43.0,,,,
2021,1,4,79,58,,,3.0,16.0,,,22.0,45.0,,,
2021,1,4,79,59,,,2.0,12.0,,,15.0,46.0,,,
2021,1,4,79,60,,,3.0,32.0,,4.0,37.0,45.0,,,
2021,1,5,79,4,6.0,0.5,49.0,54.0,,,129.0,,,,
2021,1,5,79,8,3.0,0.5,56.0,61.0,12.0,20.0,147.0,22.0,2.8,1.1,0.6
2021,1,5,79,11,,,39.0,60.0,,,119.0,,2.8,0.6,0.3
2021,1,5,79,16,,,38.0,58.0,,,116.0,14.0,,,
2021,1,5,79,17,,,93.0,67.0,,,209.0,19.0,,,
2021,1,5,79,18,,0.5,37.0,52.0,,12.0,108.0,19.0,2.6,0.6,0.5
2021,1,5,79,24,,,18.0,37.0,12.0,16.0,64.0,23.0,1.8,0.7,0.2
2021,1,5,79,27,,,34.0,55.0,,,107.0,15.0,,,
2021,1,5,79,35,6.0,0.5,37.0,53.0,,,111.0,21.0,,,
2021,1,5,79,36,6.0,,49.0,63.0,,17.0,139.0,,,,
2021,1,5,79,38,,,53.0,65.0,11.0,18.0,147.0,,1.4,0.3,0.3
2021,1,5,79,39,,,55.0,60.0,,,144.0,16.0,,,
2021,1,5,79,40,,,39.0,55.0,,20.0,115.0,,,,
2021,1,5,79,47,,,43.0,50.0,10.0,12.0,116.0,,,,
2021,1,5,79,48,,,27.0,52.0,10.0,15.0,93.0,,,,
2021,1,5,79,49,,,29.0,38.0,,,83.0,24.0,,,
2021,1,5,79,50,,,35.0,55.0,11.0,19.0,109.0,,,,
2021,1,5,79,54,,,51.0,51.0,,,130.0,12.0,,,
2021,1,5,79,55,,,50.0,62.0,,23.0,139.0,,1.5,,0.4
2021,1,5,79,56,,0.5,61.0,61.0,12.0,18.0,154.0,,,,
2021,1,5,79,57,3.0,,37.0,60.0,12.0,17.0,117.0,,,,
2021,1,5,79,58,,,10.0,28.0,,,43.0,20.0,,,
2021,1,5,79,59,,,5.0,28.0,,,36.0,12.0,,,
2021,1,5,79,60,,,39.0,64.0,,12.0,124.0,16.0,,,
2021,1,6,79,4,5.0,0.5,13.0,34.0,,,54.0,,,,
2021,1,6,79,8,3.0,0.4,9.0,41.0,8.0,14.0,55.0,31.0,1.5,0.9,0.4
2021,1,6,79,11,,,5.0,32.0,,,41.0,,0.6,0.4,0.1
2021,1,6,79,16,,,6.0,29.0,,,38.0,30.0,,,
2021,1,6,79,17,,,58.0,54.0,,,143.0,18.0,,,
2021,1,6,79,18,,0.6,19.0,45.0,,12.0,75.0,21.0,1.4,0.7,0.2
2021,1,6,79,24,,,9.0,32.0,12.0,14.0,46.0,24.0,1.3,0.9,0.1
2021,1,6,79,27,,,8.0,35.0,,,47.0,26.0,,,
2021,1,6,79,35,4.0,0.4,8.0,37.0,,,49.0,29.0,,,
2021,1,6,79,36,7.0,,14.0,38.0,,11.0,59.0,,,,
2021,1,6,79,38,,,12.0,43.0,9.0,14.0,62.0,,0.8,0.2,0.2
2021,1,6,79,39,,,7.0,35.0,,,46.0,28.0,,,
2021,1,6,79,40,,,8.0,38.0,,17.0,50.0,,,,
2021,1,6,79,47,,,13.0,38.0,11.0,12.0,58.0,,,,
2021,1,6,79,48,,,4.0,31.0,8.0,11.0,37.0,,,,
2021,1,6,79,49,,,5.0,29.0,,,37.0,34.0,,,
2021,1,6,79,50,,,6.0,30.0,9.0,13.0,38.0,,,,
2021,1,6,79,54,,,8.0,31.0,,,44.0,22.0,,,
2021,1,6,79,55,,,9.0,41.0,,16.0,55.0,,1.1,0.7,0.3
2021,1,6,79,56,,0.5,32.0,54.0,13.0,19.0,103.0,,,,
2021,1,6,79,57,2.0,,4.0,29.0,9.0,12.0,34.0,,,,
2021,1,6,79,58,,,3.0,17.0,,,22.0,34.0,,,
2021,1,6,79,59,,,1.0,9.0,,,11.0,33.0,,,
2021,1,6,79,60,,,8.0,38.0,,6.0,50.0,33.0,,,
2021,1,7,79,4,4.0,0.3,12.0,34.0,,,53.0,,,,
2021,1,7,79,8,2.0,0.4,15.0,43.0,7.0,12.0,65.0,27.0,1.5,0.9,0.4
2021,1,7,79,11,,,5.0,29.0,,,37.0,,0.5,0.3,0.1
2021,1,7,79,16,,,6.0,26.0,,,35.0,30.0,,,
2021,1,7,79,17,,,7.0,38.0,,,48.0,25.0,,,
2021,1,7,79,18,,0.5,7.0,35.0,,7.0,46.0,31.0,0.5,,0.2
2021,1,7,79,24,,,2.0,25.0,7.0,8.0,28.0,33.0,0.7,0.6,0.1
2021,1,7,79,27,,,11.0,36.0,,,53.0,23.0,,,
2021,1,7,79,35,2.0,0.4,10.0,37.0,,,52.0,27.0,,,
2021,1,7,79,36,4.0,,7.0,32.0,,7.0,43.0,,,,
2021,1,7,79,38,,,18.0,44.0,7.0,11.0,72.0,,0.7,0.2,0.2
2021,1,7,79,39,,,5.0,31.0,,,38.0,28.0,,,
2021,1,7,79,40,,,6.0,32.0,,10.0,42.0,,,,
2021,1,7,79,47,,,8.0,33.0,7.0,7.0,45.0,,,,
2021,1,7,79,48,,,2.0,28.0,6.0,8.0,31.0,,,,
2021,1,7,79,49,,,3.0,29.0,,,33.0,34.0,,,
2021,1,7,79,50,,,6.0,29.0,5.0,8.0,38.0,,,,
2021,1,7,79,54,,,9.0,28.0,,,42.0,22.0,,,
2021,1,7,79,55,,,9.0,39.0,,11.0,53.0,,1.0,0.7,0.3
2021,1,7,79,56,,0.5,30.0,49.0,8.0,12.0,95.0,,,,
2021,1,7,79,57,2.0,,5.0,25.0,6.0,9.0,33.0,,,,
2021,1,7,79,58,,,1.0,9.0,,,11.0,43.0,,,
2021,1,7,79,59,,,1.0,9.0,,,11.0,34.0,,,
2021,1,7,79,60,,,5.0,35.0,,4.0,43.0,32.0,,,
2021,1,8,79,4,3.0,0.3,9.0,27.0,,,41.0,,,,
2021,1,8,79,8,2.0,0.3,11.0,35.0,6.0,11.0,52.0,35.0,1.3,0.8,0.3
2021,1,8,79,11,,,3.0,20.0,,,25.0,,0.2,0.3,0.1
2021,1,8,79,16,,,4.0,20.0,,,26.0,40.0,,,
2021,1,8,79,17,,,5.0,28.0,,,35.0,37.0,,,
2021,1,8,79,18,,0.4,5.0,26.0,,6.0,33.0,41.0,1.1,0.8,0.3
2021,1,8,79,24,,,2.0,18.0,6.0,7.0,21.0,44.0,0.5,0.6,0.1
2021,1,8,79,27,,,6.0,26.0,,,35.0,37.0,,,
2021,1,8,79,35,1.0,0.3,7.0,28.0,,,39.0,36.0,,,
2021,1,8,79,36,4.0,,3.0,21.0,,5.0,26.0,,,,
2021,1,8,79,38,,,14.0,36.0,5.0,7.0,57.0,,0.5,0.2,0.2
2021,1,8,79,39,,,3.0,23.0,,,28.0,39.0,,,
2021,1,8,79,40,,,4.0,20.0,,7.0,27.0,,,,
2021,1,8,79,47,,,6.0,25.0,5.0,6.0,34.0,,,,
2021,1,8,79,48,,,2.0,20.0,5.0,6.0,24.0,,,,
2021,1,8,79,49,,,3.0,24.0,,,28.0,42.0,,,
2021,1,8,79,50,,,4.0,22.0,5.0,6.0,28.0,,,,
2021,1,8,79,54,,,5.0,17.0,,,25.0,34.0,,,
2021,1,8,79,55,,,5.0,30.0,,8.0,38.0,,0.9,0.6,0.2
2021,1,8,79,56,,0.4,21.0,40.0,6.0,9.0,71.0,,,,
2021,1,8,79,57,1.0,,3.0,18.0,4.0,6.0,23.0,,,,
2021,1,8,79,58,,,1.0,7.0,,,9.0,46.0,,,
2021,1,8,79,59,,,2.0,11.0,,,14.0,41.0,,,
2021,1,8,79,60,,,3.0,26.0,,3.0,31.0,44.0,,,
2021,1,9,79,8,2.0,0.3,3.0,24.0,4.0,5.0,29.0,47.0,0.5,0.7,0.2
2021,1,9,79,11,,,1.0,18.0,,,20.0,,0.2,0.3,0.1
2021,1,9,79,16,,,2.0,15.0,,,18.0,50.0,,,
2021,1,9,79,17,,,2.0,16.0,,,19.0,55.0,,,
2021,1,9,79,18,,0.4,2.0,21.0,,5.0,24.0,52.0,0.7,0.7,0.2
2021,1,9,79,27,,,1.0,9.0,,,11.0,57.0,,,
2021,1,9,79,35,1.0,0.3,2.0,21.0,,,24.0,48.0,,,
2021,1,9,79,36,7.0,,1.0,14.0,,5.0,16.0,,,,
2021,1,9,79,38,,,2.0,22.0,4.0,5.0,25.0,,0.2,0.1,0.1
2021,1,9,79,39,,,1.0,14.0,,,16.0,50.0,,,
2021,1,9,79,40,,,2.0,14.0,,5.0,17.0,,,,
2021,1,9,79,47,,,2.0,15.0,4.0,5.0,19.0,,,,
2021,1,9,79,48,,,1.0,18.0,5.0,5.0,20.0,,,,
2021,1,9,79,49,,,1.0,20.0,,,22.0,50.0,,,
2021,1,9,79,50,,,2.0,17.0,6.0,6.0,19.0,,,,
2021,1,9,79,54,,,1.0,9.0,,,11.0,49.0,,,
2021,1,9,79,55,,,1.0,10.0,,,11.0,,0.4,0.5,0.2
2021,1,9,79,56,,0.3,2.0,21.0,5.0,5.0,24.0,,,,
2021,1,9,79,57,1.0,,1.0,14.0,6.0,6.0,16.0,,,,
2021,1,9,79,58,,,1.0,5.0,,,6.0,60.0,,,
2021,1,9,79,59,,,1.0,6.0,,,8.0,56.0,,,
2021,1,9,79,60,,,2.0,20.0,,4.0,22.0,54.0,,,
2021,1,10,79,8,2.0,0.3,3.0,27.0,6.0,7.0,32.0,49.0,0.6,0.7,0.3
2021,1,10,79,11,,,2.0,18.0,,,21.0,,0.1,0.2,0.1
2021,1,10,79,16,,,2.0,18.0,,,21.0,49.0,,,
2021,1,10,79,17,,,2.0,24.0,,,28.0,51.0,,,
2021,1,10,79,18,,0.4,1.0,20.0,,5.0,22.0,54.0,0.7,0.5,0.2
2021,1,10,79,27,,,1.0,15.0,,,17.0,55.0,,,
2021,1,10,79,35,3.0,0.3,2.0,22.0,,,25.0,49.0,,,
2021,1,10,79,36,7.0,,1.0,17.0,,6.0,19.0,,,,
2021,1,10,79,38,,,2.0,26.0,5.0,6.0,29.0,,0.2,0.1,0.1
2021,1,10,79,39,,,1.0,16.0,,,18.0,50.0,,,
2021,1,10,79,40,,,2.0,18.0,,7.0,21.0,,,,
2021,1,10,79,47,,,2.0,20.0,6.0,6.0,23.0,,,,
2021,1,10,79,48,,,1.0,18.0,6.0,7.0,19.0,,,,
2021,1,10,79,49,,,1.0,20.0,,,22.0,53.0,,,
2021,1,10,79,50,,,2.0,19.0,5.0,6.0,22.0,,,,
2021,1,10,79,54,,,1.0,12.0,,,14.0,49.0,,,
2021,1,10,79,55,,,1.0,15.0,,,17.0,,0.4,0.5,0.1
2021,1,10,79,56,,0.3,3.0,24.0,6.0,6.0,28.0,,,,
2021,1,10,79,57,1.0,,1.0,14.0,6.0,6.0,16.0,,,,
2021,1,10,79,58,,,1.0,6.0,,,8.0,45.0,,,
2021,1,10,79,59,,,1.0,7.0,,,8.0,58.0,,,
2021,1,10,79,60,,,2.0,21.0,,5.0,24.0,54.0,,,
2021,1,11,79,8,,0.4,11.0,39.0,,,56.0,,1.0,0.8,0.9
2021,1,11,79,11,,,11.0,51.0,,,68.0,,0.6,0.4,0.1
2021,1,11,79,16,,,19.0,52.0,,,81.0,29.0,,,
2021,1,11,79,17,,,24.0,55.0,,,93.0,22.0,,,
2021,1,11,79,18,,0.5,10.0,44.0,,10.0,59.0,31.0,1.8,0.9,0.3
2021,1,11,79,24,,,4.0,22.0,14.0,15.0,28.0,39.0,0.7,0.7,0.1
2021,1,11,79,27,,,13.0,46.0,,,65.0,33.0,,,
2021,1,11,79,35,5.0,0.4,11.0,44.0,,,61.0,29.0,,,
2021,1,11,79,36,6.0,,17.0,49.0,,12.0,75.0,,,,
2021,1,11,79,38,,,12.0,47.0,13.0,14.0,66.0,,0.6,0.2,0.2
2021,1,11,79,39,,,15.0,43.0,,,66.0,29.0,,,
2021,1,11,79,40,,,20.0,50.0,,20.0,81.0,,,,
2021,1,11,79,47,,,22.0,50.0,16.0,17.0,83.0,,,,
2021,1,11,79,48,,,10.0,48.0,12.0,13.0,63.0,,,,
2021,1,11,79,49,,,10.0,38.0,,,53.0,33.0,,,
2021,1,11,79,50,,,15.0,49.0,13.0,17.0,72.0,,,,
2021,1,11,79,54,,,16.0,35.0,,,59.0,32.0,,,
2021,1,11,79,55,,,22.0,53.0,,,87.0,,1.1,0.7,0.3
2021,1,11,79,56,,0.4,21.0,48.0,14.0,16.0,80.0,,,,
2021,1,11,79,57,2.0,,12.0,43.0,12.0,14.0,62.0,,,,
2021,1,11,79,58,,,2.0,13.0,,,16.0,36.0,,,
2021,1,11,79,59,,,7.0,29.0,,,39.0,36.0,,,
2021,1,11,79,60,,,9.0,49.0,,10.0,62.0,37.0,,,
2021,1,12,79,4,4.0,0.6,24.0,60.0,,,97.0,,,,
2021,1,12,79,8,,0.5,28.0,57.0,,,100.0,,1.8,1.3,1.0
2021,1,12,79,11,,,24.0,74.0,,,110.0,,1.3,0.9,0.2
2021,1,12,79,16,,,33.0,74.0,,,124.0,16.0,,,
2021,1,12,79,17,,,61.0,77.0,,,171.0,16.0,,,
2021,1,12,79,18,,0.6,20.0,61.0,,15.0,93.0,22.0,2.4,1.2,0.8
2021,1,12,79,24,,,15.0,55.0,26.0,28.0,78.0,23.0,1.7,1.1,0.2
2021,1,12,79,27,,,28.0,67.0,,,110.0,19.0,,,
2021,1,12,79,35,6.0,0.5,27.0,78.0,,,119.0,12.0,,,
2021,1,12,79,36,15.0,,20.0,72.0,,16.0,102.0,,,,
2021,1,12,79,38,,,53.0,94.0,26.0,30.0,175.0,,1.2,0.3,0.3
2021,1,12,79,39,,,46.0,76.0,,,146.0,,,,
2021,1,12,79,40,,,22.0,70.0,,32.0,104.0,,,,
2021,1,12,79,47,,,26.0,68.0,25.0,26.0,108.0,,,,
2021,1,12,79,48,,,34.0,77.0,25.0,28.0,130.0,,,,
2021,1,12,79,49,,,20.0,67.0,,,98.0,13.0,,,
2021,1,12,79,50,,,27.0,72.0,26.0,31.0,114.0,,,,
2021,1,12,79,54,,,19.0,46.0,,,75.0,20.0,,,
2021,1,12,79,55,,,45.0,74.0,,,143.0,,2.3,1.2,0.7
2021,1,12,79,56,,0.5,34.0,68.0,25.0,28.0,121.0,,,,
2021,1,12,79,57,2.0,,17.0,64.0,24.0,26.0,89.0,,,,
2021,1,12,79,58,,,6.0,33.0,,,42.0,,,,
2021,1,12,79,59,,,17.0,48.0,,,74.0,18.0,,,
2021,1,12,79,60,,,22.0,83.0,,14.0,117.0,21.0,,,
2021,1,13,79,4,5.0,0.8,50.0,79.0,,,155.0,,,,
2021,1,13,79,8,,0.6,71.0,69.0,,,178.0,,,,
2021,1,13,79,11,,,48.0,95.0,,,167.0,,2.5,1.0,0.3
2021,1,13,79,16,,,40.0,81.0,,,143.0,16.0,,,
2021,1,13,79,17,,,120.0,107.0,,,291.0,9.0,,,
2021,1,13,79,18,,0.8,50.0,89.0,,23.0,166.0,10.0,5.3,1.6,1.1
2021,1,13,79,24,,,32.0,79.0,37.0,40.0,128.0,13.0,3.3,1.4,0.3
2021,1,13,79,27,,,37.0,74.0,,,130.0,18.0,,,
2021,1,13,79,35,10.0,0.8,69.0,103.0,,,208.0,5.0,,,
2021,1,13,79,36,7.0,,49.0,95.0,,21.0,170.0,,,,
2021,1,13,79,38,,,96.0,122.0,39.0,45.0,269.0,,1.9,0.4,0.4
2021,1,13,79,39,,,94.0,100.0,,,243.0,11.0,,,
2021,1,13,79,40,,,78.0,104.0,,56.0,223.0,,,,
2021,1,13,79,47,,,70.0,96.0,44.0,46.0,203.0,,,,
2021,1,13,79,48,,,79.0,100.0,39.0,43.0,222.0,,,,
2021,1,13,79,49,,,63.0,87.0,,,184.0,6.0,,,
2021,1,13,79,50,,,68.0,97.0,36.0,43.0,201.0,,,,
2021,1,13,79,54,,,60.0,66.0,,,158.0,10.0,,,
2021,1,13,79,55,,,56.0,84.0,,,169.0,,2.8,1.4,0.7
2021,1,13,79,56,,0.6,65.0,96.0,38.0,42.0,195.0,,,,
2021,1,13,79,57,3.0,,38.0,82.0,33.0,37.0,140.0,,,,
2021,1,13,79,58,,,10.0,49.0,,,63.0,,,,
2021,1,13,79,59,,,19.0,50.0,,,79.0,20.0,,,
2021,1,13,79,60,,,42.0,102.0,,17.0,167.0,12.0,,,
2021,1,14,79,4,8.0,1.0,81.0,91.0,,,215.0,,,,
2021,1,14,79,8,,0.8,116.0,76.0,,,254.0,,,,
2021,1,14,79,11,,,103.0,111.0,,,269.0,,5.2,1.2,0.6
2021,1,14,79,16,,,71.0,97.0,,,206.0,11.0,,,
2021,1,14,79,17,,,159.0,127.0,,,371.0,6.0,,,
2021,1,14,79,18,,1.0,81.0,102.0,,30.0,227.0,7.0,2.2,,0.4
2021,1,14,79,24,,,67.0,95.0,48.0,55.0,198.0,9.0,5.2,1.8,0.6
2021,1,14,79,27,,,56.0,84.0,,,169.0,14.0,,,
2021,1,14,79,35,12.0,0.9,107.0,115.0,,,280.0,3.0,,,
2021,1,14,79,36,10.0,,89.0,107.0,,27.0,243.0,,,,
2021,1,14,79,38,,,177.0,147.0,48.0,56.0,419.0,,3.9,0.7,0.6
2021,1,14,79,39,,,121.0,112.0,,,298.0,9.0,,,
2021,1,14,79,40,,,121.0,121.0,,66.0,306.0,,,,
2021,1,14,79,47,,,94.0,104.0,44.0,47.0,249.0,,,,
2021,1,14,79,48,,,121.0,111.0,44.0,51.0,296.0,,,,
2021,1,14,79,49,,,98.0,98.0,,,249.0,4.0,,,
2021,1,14,79,50,,,117.0,116.0,39.0,49.0,295.0,,,,
2021,1,14,79,54,,,78.0,78.0,,,197.0,8.0,,,
2021,1,14,79,55,,,104.0,99.0,,,258.0,,4.1,1.6,1.4
2021,1,14,79,56,,0.7,109.0,109.0,43.0,48.0,276.0,,,,
2021,1,14,79,57,4.0,,64.0,89.0,33.0,37.0,186.0,,,,
2021,1,14,79,58,,,25.0,52.0,,,91.0,,,,
2021,1,14,79,59,,,32.0,55.0,,,104.0,22.0,,,
2021,1,14,79,60,,,72.0,108.0,,19.0,218.0,11.0,,,
2021,1,15,79,4,8.0,0.9,78.0,90.0,,,209.0,,,,
2021,1,15,79,8,,0.9,131.0,78.0,,,279.0,,,,
2021,1,15,79,11,,,141.0,126.0,,,342.0,,9.4,1.5,1.0
2021,1,15,79,16,,,140.0,117.0,,,332.0,7.0,,,
2021,1,15,79,17,,,197.0,143.0,,,444.0,4.0,,,
2021,1,15,79,18,,0.9,82.0,103.0,,28.0,229.0,7.0,0.1,,0.1
2021,1,15,79,24,,,44.0,85.0,40.0,44.0,153.0,11.0,4.7,1.6,0.5
2021,1,15,79,27,,,112.0,111.0,,,282.0,8.0,,,
2021,1,15,79,35,11.0,0.9,93.0,111.0,,,253.0,4.0,,,
2021,1,15,79,36,10.0,,149.0,132.0,,30.0,360.0,,,,
2021,1,15,79,38,,,122.0,130.0,41.0,46.0,316.0,,3.0,0.6,0.7
2021,1,15,79,39,,,140.0,111.0,,,326.0,10.0,,,
2021,1,15,79,40,,,128.0,125.0,,60.0,322.0,,,,
2021,1,15,79,47,,,126.0,119.0,47.0,50.0,312.0,,,,
2021,1,15,79,48,,,123.0,115.0,42.0,47.0,304.0,,,,
2021,1,15,79,49,,,112.0,99.0,,,270.0,4.0,,,
2021,1,15,79,50,,,108.0,115.0,37.0,44.0,282.0,,,,
2021,1,15,79,54,,,94.0,89.0,,,232.0,8.0,,,
2021,1,15,79,55,,,149.0,119.0,,,348.0,,8.6,2.1,3.4
2021,1,15,79,56,,0.8,148.0,120.0,45.0,50.0,347.0,,,,
2021,1,15,79,57,6.0,,131.0,120.0,46.0,51.0,321.0,,,,
2021,1,15,79,58,,,21.0,53.0,,,85.0,,,,
2021,1,15,79,59,,,71.0,80.0,,,189.0,8.0,,,
2021,1,15,79,60,,,113.0,126.0,,21.0,300.0,6.0,,,
2021,1,16,79,4,9.0,0.9,74.0,89.0,,,202.0,,,,
2021,1,16,79,8,,1.1,156.0,82.0,,,321.0,,,,
2021,1,16,79,11,,,174.0,141.0,,,408.0,,9.8,2.3,1.3
2021,1,16,79,16,,,101.0,112.0,,,267.0,5.0,,,
2021,1,16,79,17,,,154.0,131.0,,,367.0,6.0,,,
2021,1,16,79,18,,1.1,81.0,104.0,,32.0,229.0,8.0,0.1,,0.1
2021,1,16,79,24,,,55.0,90.0,54.0,59.0,175.0,10.0,5.2,1.8,0.7
2021,1,16,79,27,,,100.0,111.0,,,263.0,10.0,,,
