ANO,MES,DIA,MUNICIPIO,ESTACION,SO2,CO,NO,NO2,PM2.5,PM10,NOx,O3,TOL,BEN,EBE
2021,7,13,79,16,,,3.0,10.0,,,14.0,67.0,,,
2021,7,13,79,17,,,3.0,13.0,,,17.0,67.0,,,
2021,7,13,79,18,,0.3,3.0,10.0,,16.0,14.0,66.0,0.7,0.2,0.1
2021,7,13,79,24,,,2.0,6.0,5.0,13.0,8.0,65.0,0.6,0.1,0.1
2021,7,13,79,27,,,1.0,8.0,,,10.0,64.0,,,
2021,7,13,79,35,5.0,0.2,3.0,14.0,,,18.0,63.0,,,
2021,7,13,79,36,5.0,,2.0,11.0,,15.0,15.0,,,,
2021,7,13,79,38,,,5.0,15.0,5.0,13.0,23.0,,0.3,0.1,0.2
2021,7,13,79,39,,,2.0,11.0,,,14.0,69.0,,,
2021,7,13,79,40,,,3.0,13.0,,11.0,18.0,,,,
2021,7,13,79,47,,,4.0,12.0,5.0,13.0,17.0,,,,
2021,7,13,79,48,,,2.0,12.0,7.0,12.0,15.0,,,,
2021,7,13,79,49,,,1.0,11.0,,,13.0,66.0,,,
2021,7,13,79,50,,,3.0,16.0,7.0,15.0,20.0,,,,
2021,7,13,79,54,,,3.0,9.0,,,14.0,56.0,,,
2021,7,13,79,55,,,2.0,10.0,,16.0,14.0,,0.4,0.1,0.1
2021,7,13,79,56,,0.2,8.0,22.0,6.0,11.0,34.0,,,,
2021,7,13,79,57,2.0,,2.0,9.0,4.0,9.0,12.0,,,,
2021,7,13,79,58,,,2.0,9.0,,,11.0,66.0,,,
2021,7,13,79,59,,,1.0,7.0,,,9.0,66.0,,,
2021,7,13,79,60,,,1.0,14.0,,11.0,16.0,70.0,,,
2021,7,14,79,4,8.0,0.2,5.0,19.0,,,26.0,,,,
2021,7,14,79,8,5.0,0.2,4.0,22.0,5.0,14.0,28.0,63.0,1.3,0.3,0.3
2021,7,14,79,11,,,3.0,16.0,,,21.0,,0.2,0.1,0.1
2021,7,14,79,16,,,2.0,12.0,,,15.0,66.0,,,
2021,7,14,79,17,,,2.0,18.0,,,22.0,65.0,,,
2021,7,14,79,18,,0.3,3.0,16.0,,17.0,20.0,67.0,1.0,0.2,0.2
2021,7,14,79,24,,,1.0,8.0,9.0,17.0,10.0,69.0,2.1,0.1,0.1
2021,7,14,79,27,,,1.0,11.0,,,13.0,64.0,,,
2021,7,14,79,35,6.0,0.2,4.0,20.0,,,25.0,65.0,,,
2021,7,14,79,36,5.0,,2.0,15.0,,15.0,18.0,,,,
2021,7,14,79,38,,,6.0,21.0,6.0,15.0,30.0,,0.4,0.1,0.2
2021,7,14,79,39,,,2.0,14.0,,,17.0,69.0,,,
2021,7,14,79,40,,,3.0,16.0,,11.0,21.0,,,,
2021,7,14,79,47,,,4.0,15.0,6.0,15.0,21.0,,,,
2021,7,14,79,48,,,2.0,15.0,6.0,12.0,17.0,,,,
2021,7,14,79,49,,,1.0,12.0,,,14.0,63.0,,,
2021,7,14,79,50,,,2.0,15.0,7.0,14.0,19.0,,,,
2021,7,14,79,54,,,3.0,15.0,,,20.0,48.0,,,
2021,7,14,79,55,,,2.0,14.0,,17.0,17.0,,0.5,0.3,0.1
2021,7,14,79,56,,0.3,11.0,34.0,7.0,12.0,51.0,,,,
2021,7,14,79,57,2.0,,2.0,9.0,5.0,10.0,12.0,,,,
2021,7,14,79,58,,,1.0,9.0,,,11.0,70.0,,,
2021,7,14,79,59,,,1.0,10.0,,,11.0,65.0,,,
2021,7,14,79,60,,,1.0,14.0,,12.0,16.0,73.0,,,
2021,7,15,79,4,7.0,0.2,4.0,23.0,,,29.0,,,,
2021,7,15,79,8,5.0,0.2,5.0,31.0,5.0,16.0,39.0,77.0,2.4,0.3,0.4
2021,7,15,79,11,,,7.0,31.0,,,41.0,,0.7,0.2,0.1
2021,7,15,79,16,,,3.0,20.0,,,25.0,82.0,,,
2021,7,15,79,17,,,5.0,27.0,,,35.0,78.0,,,
2021,7,15,79,18,,0.3,3.0,21.0,,21.0,25.0,82.0,1.3,0.1,0.2
2021,7,15,79,24,,,1.0,13.0,8.0,18.0,15.0,84.0,1.1,0.1,0.1
2021,7,15,79,27,,,3.0,22.0,,,27.0,76.0,,,
2021,7,15,79,35,6.0,0.2,3.0,22.0,,,27.0,82.0,,,
2021,7,15,79,36,5.0,,2.0,21.0,,20.0,24.0,,,,
2021,7,15,79,38,,,5.0,28.0,10.0,21.0,36.0,,0.6,0.2,0.2
2021,7,15,79,39,,,5.0,24.0,,,31.0,83.0,,,
2021,7,15,79,40,,,3.0,24.0,,20.0,28.0,,,,
2021,7,15,79,47,,,6.0,23.0,7.0,21.0,31.0,,,,
2021,7,15,79,48,,,1.0,21.0,11.0,17.0,24.0,,,,
2021,7,15,79,49,,,1.0,15.0,,,17.0,81.0,,,
2021,7,15,79,50,,,2.0,21.0,6.0,14.0,24.0,,,,
2021,7,15,79,54,,,5.0,22.0,,,29.0,58.0,,,
2021,7,15,79,55,,,2.0,21.0,,26.0,25.0,,0.8,0.2,0.1
2021,7,15,79,56,,0.2,12.0,42.0,9.0,20.0,61.0,,,,
2021,7,15,79,57,2.0,,2.0,18.0,5.0,12.0,21.0,,,,
2021,7,15,79,58,,,1.0,10.0,,,12.0,90.0,,,
2021,7,15,79,59,,,1.0,16.0,,,18.0,81.0,,,
2021,7,15,79,60,,,1.0,20.0,,15.0,22.0,88.0,,,
2021,7,16,79,4,7.0,0.2,4.0,29.0,,,35.0,,,,
2021,7,16,79,8,6.0,0.3,10.0,43.0,10.0,23.0,58.0,80.0,3.4,0.5,0.6
2021,7,16,79,11,,,6.0,37.0,,,47.0,,1.6,0.2,0.3
2021,7,16,79,16,,,3.0,29.0,,,33.0,90.0,,,
2021,7,16,79,17,,,8.0,41.0,,,53.0,74.0,,,
2021,7,16,79,18,,0.3,3.0,28.0,,26.0,32.0,84.0,2.3,0.2,0.3
2021,7,16,79,24,,,2.0,15.0,11.0,25.0,18.0,89.0,1.5,0.2,0.2
2021,7,16,79,27,,,3.0,28.0,,,33.0,92.0,,,
2021,7,16,79,35,6.0,0.2,6.0,36.0,,,45.0,82.0,,,
2021,7,16,79,36,5.0,,4.0,32.0,,30.0,37.0,,,,
2021,7,16,79,38,,,5.0,28.0,15.0,27.0,35.0,,1.4,0.3,0.3
2021,7,16,79,39,,,4.0,29.0,,,34.0,90.0,,,
2021,7,16,79,40,,,4.0,33.0,,25.0,40.0,,,,
2021,7,16,79,47,,,6.0,33.0,15.0,36.0,43.0,,,,
2021,7,16,79,48,,,2.0,29.0,15.0,26.0,32.0,,,,
2021,7,16,79,49,,,2.0,25.0,,,28.0,82.0,,,
2021,7,16,79,50,,,4.0,33.0,9.0,21.0,39.0,,,,
2021,7,16,79,54,,,4.0,26.0,,,32.0,65.0,,,
2021,7,16,79,55,,,4.0,32.0,,31.0,38.0,,1.3,0.2,0.2
2021,7,16,79,56,,0.3,19.0,55.0,15.0,25.0,85.0,,,,
2021,7,16,79,57,2.0,,3.0,21.0,10.0,21.0,25.0,,,,
2021,7,16,79,58,,,1.0,16.0,,,18.0,89.0,,,
2021,7,16,79,59,,,1.0,20.0,,,22.0,94.0,,,
2021,7,16,79,60,,,1.0,23.0,,21.0,25.0,99.0,,,
2021,7,17,79,4,7.0,0.2,2.0,20.0,,,22.0,,,,
2021,7,17,79,8,7.0,0.2,3.0,27.0,9.0,19.0,31.0,95.0,1.7,0.3,0.6
2021,7,17,79,11,,,2.0,19.0,,,22.0,,0.4,0.1,0.1
2021,7,17,79,16,,,2.0,16.0,,,19.0,100.0,,,
2021,7,17,79,17,,,3.0,26.0,,,30.0,88.0,,,
2021,7,17,79,18,,0.3,2.0,18.0,,22.0,21.0,94.0,1.4,0.1,0.2
2021,7,17,79,24,,,1.0,8.0,10.0,22.0,10.0,96.0,0.7,0.1,0.1
2021,7,17,79,27,,,2.0,26.0,,,29.0,92.0,,,
2021,7,17,79,35,6.0,0.2,3.0,23.0,,,28.0,95.0,,,
2021,7,17,79,36,5.0,,2.0,18.0,,25.0,21.0,,,,
2021,7,17,79,38,,,2.0,17.0,10.0,17.0,20.0,,0.5,0.1,0.2
2021,7,17,79,39,,,1.0,15.0,,,16.0,105.0,,,
2021,7,17,79,40,,,2.0,18.0,,21.0,22.0,,,,
2021,7,17,79,47,,,2.0,17.0,13.0,22.0,20.0,,,,
2021,7,17,79,48,,,1.0,17.0,12.0,18.0,18.0,,,,
2021,7,17,79,49,,,1.0,14.0,,,16.0,94.0,,,
2021,7,17,79,50,,,2.0,19.0,11.0,21.0,22.0,,,,
2021,7,17,79,54,,,2.0,12.0,,,15.0,76.0,,,
2021,7,17,79,55,,,2.0,29.0,,20.0,33.0,,0.9,0.1,0.2
2021,7,17,79,56,,0.3,8.0,41.0,14.0,22.0,54.0,,,,
2021,7,17,79,57,3.0,,1.0,12.0,10.0,18.0,13.0,,,,
2021,7,17,79,58,,,1.0,11.0,,,13.0,92.0,,,
2021,7,17,79,59,,,1.0,14.0,,,16.0,98.0,,,
2021,7,17,79,60,,,1.0,16.0,,16.0,18.0,108.0,,,
2021,7,18,79,4,7.0,0.2,1.0,13.0,,,14.0,,,,
2021,7,18,79,8,7.0,0.2,1.0,16.0,8.0,15.0,18.0,104.0,1.0,0.2,0.5
2021,7,18,79,11,,,2.0,14.0,,,17.0,,0.2,0.1,0.1
2021,7,18,79,16,,,1.0,11.0,,,13.0,104.0,,,
2021,7,18,79,17,,,2.0,15.0,,,18.0,98.0,,,
2021,7,18,79,18,,0.3,1.0,12.0,,24.0,14.0,97.0,0.8,0.1,0.1
2021,7,18,79,24,,,1.0,6.0,11.0,22.0,7.0,98.0,0.5,0.1,0.1
2021,7,18,79,27,,,2.0,22.0,,,25.0,92.0,,,
2021,7,18,79,35,6.0,0.2,1.0,15.0,,,17.0,102.0,,,
2021,7,18,79,36,5.0,,1.0,13.0,,22.0,15.0,,,,
2021,7,18,79,38,,,2.0,17.0,13.0,21.0,20.0,,0.2,0.1,0.1
2021,7,18,79,39,,,1.0,10.0,,,11.0,109.0,,,
2021,7,18,79,40,,,1.0,13.0,,17.0,15.0,,,,
2021,7,18,79,47,,,2.0,11.0,12.0,22.0,14.0,,,,
2021,7,18,79,48,,,1.0,11.0,12.0,18.0,13.0,,,,
2021,7,18,79,49,,,1.0,10.0,,,11.0,100.0,,,
2021,7,18,79,50,,,2.0,17.0,8.0,16.0,19.0,,,,
2021,7,18,79,54,,,1.0,9.0,,,11.0,82.0,,,
2021,7,18,79,55,,,1.0,21.0,,29.0,23.0,,0.6,0.1,0.2
2021,7,18,79,56,,0.2,4.0,24.0,9.0,17.0,30.0,,,,
2021,7,18,79,57,2.0,,1.0,10.0,8.0,16.0,11.0,,,,
2021,7,18,79,58,,,1.0,8.0,,,9.0,100.0,,,
2021,7,18,79,59,,,1.0,11.0,,,12.0,99.0,,,
2021,7,18,79,60,,,1.0,13.0,,16.0,14.0,110.0,,,
2021,7,19,79,4,7.0,0.2,9.0,30.0,,,43.0,,,,
2021,7,19,79,8,6.0,0.2,3.0,30.0,7.0,16.0,35.0,91.0,1.5,0.3,0.4
2021,7,19,79,11,,,5.0,30.0,,,37.0,,1.0,0.1,0.1
2021,7,19,79,16,,,2.0,18.0,,,22.0,98.0,,,
2021,7,19,79,17,,,3.0,26.0,,,30.0,89.0,,,
2021,7,19,79,18,,0.3,2.0,18.0,,23.0,22.0,91.0,1.4,0.1,0.2
2021,7,19,79,24,,,1.0,9.0,13.0,24.0,11.0,95.0,0.6,0.1,0.1
2021,7,19,79,27,,,2.0,24.0,,,27.0,92.0,,,
2021,7,19,79,35,6.0,0.2,4.0,25.0,,,31.0,91.0,,,
2021,7,19,79,36,5.0,,2.0,20.0,,26.0,22.0,,,,
2021,7,19,79,38,,,5.0,28.0,16.0,27.0,36.0,,0.5,0.2,0.2
2021,7,19,79,39,,,2.0,20.0,,,23.0,100.0,,,
2021,7,19,79,40,,,2.0,19.0,,19.0,23.0,,,,
2021,7,19,79,47,,,2.0,18.0,10.0,24.0,22.0,,,,
2021,7,19,79,48,,,1.0,19.0,13.0,23.0,21.0,,,,
2021,7,19,79,49,,,1.0,14.0,,,15.0,94.0,,,
2021,7,19,79,50,,,5.0,32.0,11.0,23.0,40.0,,,,
2021,7,19,79,54,,,2.0,15.0,,,18.0,76.0,,,
2021,7,19,79,55,,,2.0,28.0,,27.0,31.0,,0.7,0.1,0.2
2021,7,19,79,56,,0.3,9.0,41.0,10.0,19.0,55.0,,,,
2021,7,19,79,57,2.0,,2.0,16.0,10.0,19.0,19.0,,,,
2021,7,19,79,58,,,1.0,11.0,,,12.0,92.0,,,
2021,7,19,79,59,,,1.0,13.0,,,14.0,99.0,,,
2021,7,19,79,60,,,1.0,18.0,,18.0,20.0,105.0,,,
2021,7,20,79,4,7.0,0.3,5.0,38.0,,,46.0,,,,
2021,7,20,79,8,6.0,0.3,6.0,46.0,11.0,27.0,55.0,78.0,2.7,0.4,0.6
2021,7,20,79,11,,,7.0,40.0,,,50.0,,1.2,0.1,0.1
2021,7,20,79,16,,,4.0,29.0,,,34.0,91.0,,,
2021,7,20,79,17,,,8.0,54.0,,,66.0,60.0,,,
2021,7,20,79,18,,0.3,5.0,32.0,,32.0,39.0,74.0,2.9,0.2,0.3
2021,7,20,79,24,,,2.0,16.0,17.0,32.0,20.0,86.0,1.3,0.2,0.2
2021,7,20,79,27,,,4.0,34.0,,,40.0,86.0,,,
2021,7,20,79,35,6.0,0.2,4.0,35.0,,,41.0,84.0,,,
2021,7,20,79,36,5.0,,4.0,34.0,,37.0,40.0,,,,
2021,7,20,79,38,,,6.0,38.0,13.0,24.0,47.0,,0.9,0.2,0.2
2021,7,20,79,39,,,3.0,33.0,,,37.0,91.0,,,
2021,7,20,79,40,,,4.0,32.0,,29.0,39.0,,,,
2021,7,20,79,47,,,4.0,34.0,14.0,26.0,40.0,,,,
2021,7,20,79,48,,,3.0,30.0,13.0,26.0,34.0,,,,
2021,7,20,79,49,,,2.0,23.0,,,25.0,82.0,,,
2021,7,20,79,50,,,7.0,43.0,14.0,31.0,53.0,,,,
2021,7,20,79,54,,,4.0,24.0,,,31.0,66.0,,,
2021,7,20,79,55,,,5.0,39.0,,34.0,46.0,,1.6,0.2,0.3
2021,7,20,79,56,,0.3,11.0,48.0,12.0,25.0,65.0,,,,
2021,7,20,79,57,2.0,,2.0,21.0,14.0,25.0,25.0,,,,
2021,7,20,79,58,,,1.0,16.0,,,18.0,87.0,,,
2021,7,20,79,59,,,2.0,21.0,,,24.0,94.0,,,
2021,7,20,79,60,,,1.0,27.0,,26.0,29.0,98.0,,,
2021,7,21,79,4,7.0,0.3,3.0,36.0,,,41.0,,,,
2021,7,21,79,8,6.0,0.3,5.0,37.0,15.0,32.0,44.0,87.0,2.7,0.4,0.6
2021,7,21,79,11,,,7.0,45.0,,,56.0,,1.1,0.2,0.1
2021,7,21,79,16,,,3.0,34.0,,,39.0,91.0,,,
2021,7,21,79,17,,,5.0,45.0,,,53.0,72.0,,,
2021,7,21,79,18,,0.3,3.0,29.0,,34.0,34.0,86.0,2.3,0.2,0.3
2021,7,21,79,24,,,2.0,15.0,17.0,36.0,17.0,96.0,1.1,0.2,0.1
2021,7,21,79,27,,,4.0,37.0,,,43.0,85.0,,,
2021,7,21,79,35,7.0,0.2,3.0,32.0,,,37.0,95.0,,,
2021,7,21,79,36,5.0,,2.0,34.0,,43.0,38.0,,,,
2021,7,21,79,38,,,3.0,34.0,16.0,27.0,39.0,,1.1,0.2,0.2
2021,7,21,79,39,,,2.0,26.0,,,29.0,95.0,,,
2021,7,21,79,40,,,3.0,29.0,,36.0,33.0,,,,
2021,7,21,79,47,,,4.0,32.0,22.0,40.0,38.0,,,,
2021,7,21,79,48,,,2.0,35.0,14.0,29.0,39.0,,,,
2021,7,21,79,49,,,1.0,21.0,,,23.0,88.0,,,
2021,7,21,79,50,,,3.0,32.0,16.0,33.0,37.0,,,,
2021,7,21,79,54,,,5.0,31.0,,,38.0,61.0,,,
2021,7,21,79,55,,,5.0,44.0,,42.0,52.0,,1.6,0.2,0.3
2021,7,21,79,56,,0.3,11.0,52.0,12.0,27.0,68.0,,,,
2021,7,21,79,57,3.0,,2.0,23.0,16.0,31.0,26.0,,,,
2021,7,21,79,58,,,1.0,18.0,,,20.0,95.0,,,
2021,7,21,79,59,,,2.0,25.0,,,28.0,94.0,,,
2021,7,21,79,60,,,1.0,26.0,,30.0,28.0,109.0,,,
2021,7,22,79,4,8.0,0.3,6.0,39.0,,,49.0,,,,
2021,7,22,79,8,,0.3,6.0,46.0,14.0,33.0,55.0,81.0,2.8,0.5,0.9
2021,7,22,79,11,,,6.0,40.0,,,49.0,,0.9,0.1,0.1
2021,7,22,79,16,,,3.0,34.0,,,39.0,92.0,,,
2021,7,22,79,17,,,5.0,42.0,,,49.0,75.0,,,
2021,7,22,79,18,,0.3,4.0,34.0,,40.0,40.0,79.0,2.3,0.2,0.4
2021,7,22,79,24,,,2.0,19.0,17.0,38.0,22.0,92.0,1.9,0.2,0.2
2021,7,22,79,27,,,4.0,36.0,,,41.0,90.0,,,
2021,7,22,79,35,7.0,0.3,4.0,33.0,,,39.0,91.0,,,
2021,7,22,79,36,5.0,,3.0,34.0,,44.0,39.0,,,,
2021,7,22,79,38,,,5.0,31.0,14.0,27.0,38.0,,1.0,0.2,0.2
2021,7,22,79,39,,,2.0,31.0,,,33.0,,,,
2021,7,22,79,40,,,4.0,32.0,,43.0,38.0,,,,
2021,7,22,79,47,,,4.0,31.0,16.0,35.0,37.0,,,,
2021,7,22,79,48,,,2.0,32.0,17.0,39.0,35.0,,,,
2021,7,22,79,49,,,2.0,25.0,,,28.0,83.0,,,
2021,7,22,79,50,,,5.0,41.0,14.0,32.0,49.0,,,,
2021,7,22,79,54,,,4.0,25.0,,,32.0,67.0,,,
2021,7,22,79,55,,,5.0,45.0,,41.0,53.0,,1.9,0.2,0.4
2021,7,22,79,56,,0.4,14.0,57.0,16.0,36.0,79.0,,,,
2021,7,22,79,57,3.0,,2.0,24.0,15.0,32.0,28.0,,,,
2021,7,22,79,58,,,1.0,16.0,,,18.0,96.0,,,
2021,7,22,79,59,,,2.0,26.0,,,29.0,92.0,,,
2021,7,22,79,60,,,1.0,28.0,,30.0,30.0,103.0,,,
2021,7,23,79,4,8.0,0.3,8.0,36.0,,,48.0,,,,
2021,7,23,79,8,7.0,0.3,10.0,55.0,14.0,32.0,71.0,62.0,3.3,0.5,0.9
2021,7,23,79,11,,,8.0,48.0,,,61.0,,1.9,0.2,0.3
2021,7,23,79,16,,,5.0,41.0,,,49.0,71.0,,,
2021,7,23,79,17,,,11.0,47.0,,,64.0,60.0,,,
2021,7,23,79,18,,0.3,4.0,27.0,,27.0,32.0,70.0,2.4,0.2,0.3
2021,7,23,79,24,,,2.0,13.0,16.0,31.0,15.0,82.0,1.1,0.2,0.1
2021,7,23,79,27,,,8.0,36.0,,,48.0,73.0,,,
2021,7,23,79,35,6.0,0.3,6.0,41.0,,,50.0,70.0,,,
2021,7,23,79,36,5.0,,3.0,34.0,,38.0,39.0,,,,
2021,7,23,79,38,,,5.0,38.0,15.0,23.0,45.0,,1.3,0.2,0.2
2021,7,23,79,39,,,5.0,39.0,,,47.0,69.0,,,
2021,7,23,79,40,,,4.0,35.0,,36.0,42.0,,,,
2021,7,23,79,47,,,9.0,43.0,19.0,36.0,57.0,,,,
2021,7,23,79,48,,,4.0,42.0,13.0,27.0,49.0,,,,
2021,7,23,79,49,,,2.0,34.0,,,38.0,66.0,,,
2021,7,23,79,50,,,8.0,52.0,15.0,28.0,64.0,,,,
2021,7,23,79,54,,,3.0,28.0,,,33.0,56.0,,,
2021,7,23,79,55,,,10.0,45.0,,33.0,60.0,,1.9,0.2,0.4
2021,7,23,79,56,,0.4,23.0,51.0,15.0,28.0,87.0,,,,
2021,7,23,79,57,2.0,,3.0,31.0,15.0,29.0,36.0,,,,
2021,7,23,79,58,,,1.0,13.0,,,15.0,82.0,,,
2021,7,23,79,59,,,4.0,31.0,,,37.0,75.0,,,
2021,7,23,79,60,,,3.0,35.0,,26.0,40.0,78.0,,,
2021,7,24,79,4,7.0,0.2,2.0,12.0,,,15.0,,,,
2021,7,24,79,8,6.0,0.2,3.0,19.0,7.0,14.0,23.0,82.0,1.0,0.2,0.5
2021,7,24,79,11,,,2.0,16.0,,,20.0,,0.3,0.1,0.1
2021,7,24,79,16,,,2.0,12.0,,,15.0,88.0,,,
2021,7,24,79,17,,,3.0,19.0,,,24.0,76.0,,,
2021,7,24,79,18,,0.3,2.0,9.0,,12.0,11.0,82.0,0.7,0.2,0.1
2021,7,24,79,24,,,1.0,4.0,6.0,14.0,6.0,84.0,0.5,0.1,0.1
2021,7,24,79,27,,,6.0,22.0,,,31.0,77.0,,,
2021,7,24,79,35,6.0,0.2,2.0,15.0,,,19.0,83.0,,,
2021,7,24,79,36,4.0,,2.0,15.0,,16.0,18.0,,,,
2021,7,24,79,38,,,2.0,13.0,6.0,10.0,16.0,,0.3,0.1,0.1
2021,7,24,79,39,,,2.0,10.0,,,12.0,91.0,,,
2021,7,24,79,40,,,2.0,13.0,,13.0,17.0,,,,
2021,7,24,79,47,,,2.0,8.0,7.0,27.0,12.0,,,,
2021,7,24,79,48,,,1.0,13.0,12.0,18.0,14.0,,,,
2021,7,24,79,49,,,1.0,10.0,,,11.0,81.0,,,
2021,7,24,79,50,,,4.0,20.0,9.0,15.0,26.0,,,,
2021,7,24,79,54,,,2.0,10.0,,,13.0,68.0,,,
2021,7,24,79,55,,,3.0,21.0,,17.0,26.0,,1.0,0.1,0.2
2021,7,24,79,56,,0.2,4.0,17.0,8.0,13.0,23.0,,,,
2021,7,24,79,57,2.0,,2.0,12.0,6.0,12.0,14.0,,,,
2021,7,24,79,58,,,1.0,8.0,,,10.0,84.0,,,
2021,7,24,79,59,,,2.0,13.0,,,17.0,84.0,,,
2021,7,24,79,60,,,1.0,14.0,,12.0,16.0,92.0,,,
2021,7,25,79,4,7.0,0.2,1.0,12.0,,,14.0,,,,
2021,7,25,79,8,6.0,0.2,2.0,17.0,6.0,11.0,21.0,82.0,0.8,0.2,0.4
2021,7,25,79,11,,,2.0,15.0,,,18.0,,0.3,,0.1
2021,7,25,79,16,,,1.0,12.0,,,14.0,86.0,,,
2021,7,25,79,17,,,2.0,16.0,,,20.0,76.0,,,
2021,7,25,79,18,,0.3,1.0,9.0,,13.0,11.0,79.0,1.0,0.1,0.1
2021,7,25,79,24,,,1.0,5.0,8.0,15.0,7.0,81.0,0.4,0.1,0.1
2021,7,25,79,27,,,2.0,18.0,,,22.0,80.0,,,
2021,7,25,79,35,6.0,0.2,2.0,13.0,,,17.0,83.0,,,
2021,7,25,79,36,4.0,,1.0,12.0,,16.0,14.0,,,,
2021,7,25,79,38,,,2.0,12.0,5.0,9.0,14.0,,0.3,0.1,0.1
2021,7,25,79,39,,,1.0,9.0,,,11.0,89.0,,,
2021,7,25,79,40,,,1.0,13.0,,13.0,15.0,,,,
2021,7,25,79,47,,,2.0,9.0,8.0,25.0,13.0,,,,
2021,7,25,79,48,,,1.0,12.0,7.0,11.0,13.0,,,,
2021,7,25,79,49,,,1.0,10.0,,,11.0,77.0,,,
2021,7,25,79,50,,,6.0,20.0,6.0,11.0,29.0,,,,
2021,7,25,79,54,,,1.0,12.0,,,14.0,67.0,,,
2021,7,25,79,55,,,2.0,20.0,,17.0,23.0,,0.7,0.1,0.2
2021,7,25,79,56,,0.2,4.0,19.0,10.0,15.0,24.0,,,,
2021,7,25,79,57,2.0,,1.0,12.0,6.0,11.0,14.0,,,,
2021,7,25,79,58,,,1.0,8.0,,,9.0,79.0,,,
2021,7,25,79,59,,,1.0,13.0,,,15.0,81.0,,,
2021,7,25,79,60,,,1.0,17.0,,13.0,19.0,87.0,,,
2021,7,26,79,4,,0.2,8.0,25.0,,,37.0,,,,
2021,7,26,79,8,5.0,0.2,3.0,24.0,10.0,15.0,29.0,72.0,1.1,0.2,0.4
2021,7,26,79,11,,,3.0,24.0,,,29.0,,0.4,0.1,0.1
2021,7,26,79,16,,,3.0,18.0,,,22.0,72.0,,,
2021,7,26,79,17,,,4.0,25.0,,,31.0,67.0,,,
2021,7,26,79,18,,0.3,3.0,19.0,,18.0,24.0,73.0,0.8,0.1,0.1
2021,7,26,79,24,,,3.0,15.0,10.0,17.0,20.0,63.0,0.6,0.1,0.1
2021,7,26,79,27,,,4.0,22.0,,,29.0,66.0,,,
2021,7,26,79,35,6.0,0.2,3.0,21.0,,,25.0,79.0,,,
2021,7,26,79,36,5.0,,3.0,20.0,,16.0,25.0,,,,
2021,7,26,79,38,,,4.0,21.0,8.0,13.0,27.0,,0.4,0.1,0.1
2021,7,26,79,39,,,2.0,17.0,,,19.0,74.0,,,
2021,7,26,79,40,,,3.0,20.0,,13.0,24.0,,,,
2021,7,26,79,47,,,3.0,19.0,22.0,61.0,24.0,,,,
2021,7,26,79,48,,,1.0,19.0,15.0,19.0,21.0,,,,
2021,7,26,79,49,,,1.0,14.0,,,16.0,63.0,,,
2021,7,26,79,50,,,3.0,22.0,13.0,19.0,27.0,,,,
2021,7,26,79,54,,,3.0,16.0,,,20.0,56.0,,,
2021,7,26,79,55,,,4.0,25.0,,36.0,32.0,,0.9,0.2,0.1
2021,7,26,79,56,,0.3,11.0,43.0,14.0,20.0,59.0,,,,
2021,7,26,79,57,2.0,,2.0,18.0,8.0,12.0,21.0,,,,
2021,7,26,79,58,,,5.0,20.0,,,28.0,62.0,,,
2021,7,26,79,59,,,1.0,16.0,,,18.0,70.0,,,
2021,7,26,79,60,,,2.0,21.0,,14.0,24.0,76.0,,,
2021,7,27,79,4,7.0,0.2,5.0,28.0,,,35.0,,,,
2021,7,27,79,8,6.0,0.2,5.0,33.0,16.0,24.0,41.0,71.0,1.7,0.3,0.4
2021,7,27,79,11,,,3.0,29.0,,,35.0,,0.4,0.1,0.1
2021,7,27,79,16,,,3.0,22.0,,,26.0,84.0,,,
2021,7,27,79,17,,,3.0,26.0,,,30.0,71.0,,,
2021,7,27,79,18,,0.3,3.0,23.0,,21.0,28.0,73.0,1.1,0.1,0.2
2021,7,27,79,24,,,2.0,14.0,12.0,22.0,17.0,75.0,1.0,0.1,0.1
2021,7,27,79,27,,,4.0,24.0,,,31.0,77.0,,,
2021,7,27,79,35,6.0,0.2,2.0,23.0,,,27.0,82.0,,,
2021,7,27,79,36,5.0,,2.0,23.0,,23.0,25.0,,,,
2021,7,27,79,38,,,3.0,24.0,9.0,15.0,28.0,,0.6,0.2,0.1
2021,7,27,79,39,,,2.0,25.0,,,28.0,79.0,,,
2021,7,27,79,40,,,2.0,21.0,,20.0,25.0,,,,
2021,7,27,79,47,,,3.0,22.0,24.0,,27.0,,,,
2021,7,27,79,48,,,1.0,26.0,16.0,25.0,28.0,,,,
2021,7,27,79,49,,,1.0,19.0,,,20.0,75.0,,,
2021,7,27,79,50,,,6.0,32.0,18.0,31.0,41.0,,,,
2021,7,27,79,54,,,2.0,17.0,,,20.0,60.0,,,
2021,7,27,79,55,,,4.0,28.0,,34.0,34.0,,1.5,0.2,0.4
2021,7,27,79,56,,0.3,10.0,40.0,19.0,26.0,56.0,,,,
2021,7,27,79,57,2.0,,2.0,24.0,11.0,19.0,28.0,,,,
2021,7,27,79,58,,,2.0,18.0,,,21.0,74.0,,,
2021,7,27,79,59,,,2.0,22.0,,,25.0,78.0,,,
2021,7,27,79,60,,,1.0,26.0,,16.0,28.0,83.0,,,
2021,7,28,79,4,7.0,0.2,3.0,24.0,,,29.0,,,,
2021,7,28,79,8,7.0,0.3,5.0,37.0,7.0,16.0,45.0,70.0,1.8,0.3,0.6
